session_id,src_port,dst_port,session_count,timestamp,during
00:00:00:00:00:02,10545,22,43,30954,172
00:00:00:00:00:03,3997,8000,12,30955,268
00:00:00:00:00:03,1467,443,9,30956,67
00:00:00:00:00:02,3290,8080,43,30958,14
00:00:00:00:00:02,26712,465,25,30959,291
00:00:00:00:00:02,29842,80,48,30959,284
00:00:00:00:00:03,47821,80,6,30960,163
00:00:00:00:00:02,29439,8000,23,30961,189
00:00:00:00:00:01,30851,110,24,30962,70
00:00:00:00:00:02,40019,22,8,30962,212
00:00:00:00:00:01,16517,8000,45,30963,38
00:00:00:00:00:01,30563,8443,3,30963,5
00:00:00:00:00:02,13642,8443,30,30965,289
00:00:00:00:00:02,45196,8000,32,30971,4
00:00:00:00:00:03,46151,995,18,30973,84
00:00:00:00:00:01,2327,53,13,30976,68
00:00:00:00:00:03,54532,465,26,30977,225
00:00:00:00:00:01,60999,8443,19,30978,243
00:00:00:00:00:02,27370,80,26,30980,84
00:00:00:00:00:03,35849,8000,27,30981,126
00:00:00:00:00:03,4850,5060,11,30981,79
00:00:00:00:00:03,4458,465,18,30981,267
00:00:00:00:00:01,31740,22,36,30981,297
00:00:00:00:00:02,9111,143,27,30984,105
00:00:00:00:00:02,27712,137,17,30985,230
00:00:00:00:00:02,61464,5061,4,30985,248
00:00:00:00:00:01,37359,22,7,30986,4
00:00:00:00:00:03,9832,8000,11,30987,261
00:00:00:00:00:01,7059,25,20,30987,273
00:00:00:00:00:03,30057,8443,43,30988,111
00:00:00:00:00:01,8052,993,46,30992,117
00:00:00:00:00:03,55300,465,1,30994,289
00:00:00:00:00:02,45408,80,9,30997,63
00:00:00:00:00:03,41765,80,12,30997,99
00:00:00:00:00:02,38154,8443,8,31001,145
00:00:00:00:00:02,58205,138,24,31004,288
00:00:00:00:00:01,45273,20,39,31005,113
00:00:00:00:00:01,51050,53,20,31005,226
00:00:00:00:00:01,48365,8080,48,31011,261
00:00:00:00:00:02,24673,8000,5,31017,158
00:00:00:00:00:03,28712,443,50,31018,93
00:00:00:00:00:03,38657,8443,33,31018,251
00:00:00:00:00:02,27778,21,10,31021,228
00:00:00:00:00:02,57169,53,15,31021,114
00:00:00:00:00:03,18353,5060,34,31022,15
00:00:00:00:00:03,45643,443,34,31023,229
00:00:00:00:00:03,17270,53,9,31025,136
00:00:00:00:00:01,55626,5060,3,31030,299
00:00:00:00:00:01,46489,443,50,31033,103
00:00:00:00:00:02,15394,22,1,31036,35
00:00:00:00:00:03,16311,135,22,31037,215
00:00:00:00:00:02,54142,8000,48,31041,88
00:00:00:00:00:02,48135,80,27,31044,202
00:00:00:00:00:03,58258,8000,15,31046,142
00:00:00:00:00:02,27516,443,8,31046,2
00:00:00:00:00:02,65430,53,9,31048,87
00:00:00:00:00:01,39460,5060,48,31053,266
00:00:00:00:00:03,9597,53,33,31057,30
00:00:00:00:00:01,21751,25,4,31058,65
00:00:00:00:00:02,17862,143,17,31066,68
00:00:00:00:00:02,34149,3306,31,31071,288
00:00:00:00:00:01,6523,8080,10,31075,235
00:00:00:00:00:01,44759,995,38,31075,205
00:00:00:00:00:01,3905,8080,13,31075,118
00:00:00:00:00:01,16902,110,19,31076,270
00:00:00:00:00:02,37802,20,5,31078,194
00:00:00:00:00:03,26866,22,48,31081,35
00:00:00:00:00:03,44127,80,19,31085,84
00:00:00:00:00:03,23213,143,9,31088,18
00:00:00:00:00:03,13342,80,28,31090,54
00:00:00:00:00:02,56910,5061,43,31090,28
00:00:00:00:00:01,8999,8443,48,31091,267
00:00:00:00:00:02,8179,443,9,31092,109
00:00:00:00:00:03,60275,443,6,31094,27
00:00:00:00:00:02,32648,8000,2,31095,218
00:00:00:00:00:02,60897,8443,41,31097,213
00:00:00:00:00:01,9113,8000,42,31098,2
00:00:00:00:00:02,2766,25,36,31099,35
00:00:00:00:00:03,36958,3306,2,31101,91
00:00:00:00:00:03,16657,8443,24,31101,77
00:00:00:00:00:02,24446,21,31,31104,262
00:00:00:00:00:01,36828,443,40,31106,134
00:00:00:00:00:03,62686,5061,44,31107,31
00:00:00:00:00:01,56474,110,44,31107,67
00:00:00:00:00:01,24779,53,18,31109,92
00:00:00:00:00:01,21780,8443,8,31110,244
00:00:00:00:00:02,4779,53,16,31113,128
00:00:00:00:00:01,6649,8080,36,31115,133
00:00:00:00:00:01,1434,8080,44,31116,4
00:00:00:00:00:02,32652,587,48,31120,242
00:00:00:00:00:03,9859,5060,40,31122,124
00:00:00:00:00:03,46771,443,49,31123,154
00:00:00:00:00:02,62860,8000,43,31124,221
00:00:00:00:00:01,5119,993,10,31128,78
00:00:00:00:00:02,62268,20,1,31128,274
00:00:00:00:00:03,42930,8000,44,31129,64
00:00:00:00:00:01,20768,443,40,31130,216
00:00:00:00:00:03,24789,80,48,31131,40
00:00:00:00:00:02,43624,443,22,31132,224
00:00:00:00:00:03,32307,3306,2,31136,208
00:00:00:00:00:03,28433,443,12,31137,244
00:00:00:00:00:01,63616,25,1,31148,117
00:00:00:00:00:01,26330,5060,42,31150,254
00:00:00:00:00:01,27448,80,45,31156,163
00:00:00:00:00:03,8105,3306,23,31159,243
00:00:00:00:00:03,35697,22,50,31162,144
00:00:00:00:00:01,32615,5432,26,31164,58
00:00:00:00:00:02,34760,80,5,31164,15
00:00:00:00:00:01,8130,22,34,31166,100
00:00:00:00:00:03,8216,53,19,31171,259
00:00:00:00:00:02,57126,8443,36,31176,262
00:00:00:00:00:01,8328,8000,37,31180,170
00:00:00:00:00:01,28382,443,2,31181,296
00:00:00:00:00:01,52460,445,34,31181,142
00:00:00:00:00:02,25840,443,3,31182,261
00:00:00:00:00:01,64369,443,15,31185,131
00:00:00:00:00:03,54219,8080,20,31188,132
00:00:00:00:00:03,33407,135,6,31191,56
00:00:00:00:00:01,55570,138,45,31195,229
00:00:00:00:00:02,54224,80,48,31200,266
00:00:00:00:00:01,7890,8080,21,31203,279
00:00:00:00:00:03,49475,465,24,31206,232
00:00:00:00:00:03,36762,443,43,31208,82
00:00:00:00:00:03,1159,8443,27,31209,212
00:00:00:00:00:03,57347,137,2,31213,205
00:00:00:00:00:03,44037,80,35,31215,188
00:00:00:00:00:03,6675,5432,15,31215,15
00:00:00:00:00:01,13723,80,22,31216,55
00:00:00:00:00:01,31923,80,23,31217,28
00:00:00:00:00:01,3315,8000,44,31218,278
00:00:00:00:00:02,37033,443,36,31218,100
00:00:00:00:00:02,34262,80,28,31218,276
00:00:00:00:00:03,21312,5432,3,31219,249
00:00:00:00:00:01,22388,445,20,31221,35
00:00:00:00:00:02,6664,443,19,31222,44
00:00:00:00:00:03,46177,993,45,31223,196
00:00:00:00:00:03,46070,80,43,31224,129
00:00:00:00:00:02,1167,3306,16,31225,222
00:00:00:00:00:03,39410,8080,13,31227,58
00:00:00:00:00:03,7374,8080,17,31227,292
00:00:00:00:00:02,55644,80,36,31230,155
00:00:00:00:00:01,62885,21,49,31231,109
00:00:00:00:00:01,54595,443,22,31238,276
00:00:00:00:00:01,29721,5060,3,31239,121
00:00:00:00:00:02,35215,53,32,31244,136
00:00:00:00:00:03,23914,443,6,31245,26
00:00:00:00:00:02,19749,8000,43,31246,252
00:00:00:00:00:01,50309,25,30,31248,208
00:00:00:00:00:03,23706,8080,3,31251,255
00:00:00:00:00:03,25217,8080,12,31258,224
00:00:00:00:00:03,24240,8443,45,31258,190
00:00:00:00:00:01,19131,445,4,31260,254
00:00:00:00:00:02,24047,8443,17,31264,226
00:00:00:00:00:02,25232,8080,11,31264,65
00:00:00:00:00:02,33958,8443,19,31265,61
00:00:00:00:00:02,42883,8080,37,31269,104
00:00:00:00:00:02,58224,3306,11,31270,292
00:00:00:00:00:03,59868,443,30,31271,54
00:00:00:00:00:02,33893,587,42,31272,119
00:00:00:00:00:02,38993,465,49,31274,4
00:00:00:00:00:03,53488,20,36,31274,10
00:00:00:00:00:01,1322,3306,32,31279,34
00:00:00:00:00:02,17993,8000,15,31282,211
00:00:00:00:00:02,6836,3306,16,31285,185
00:00:00:00:00:03,29753,8080,34,31286,79
00:00:00:00:00:03,56390,8443,2,31287,281
00:00:00:00:00:02,43741,53,17,31288,179
00:00:00:00:00:01,52619,53,26,31289,45
00:00:00:00:00:01,10996,8000,50,31292,234
00:00:00:00:00:02,21674,443,24,31293,137
00:00:00:00:00:01,42301,443,46,31294,147
00:00:00:00:00:02,15820,53,37,31295,85
00:00:00:00:00:02,37057,21,23,31295,74
00:00:00:00:00:01,14720,8000,45,31296,266
00:00:00:00:00:02,59247,143,32,31296,281
00:00:00:00:00:03,58360,8080,42,31300,201
00:00:00:00:00:01,54225,8443,44,31301,212
00:00:00:00:00:02,35976,443,9,31304,21
00:00:00:00:00:03,7045,8080,16,31306,37
00:00:00:00:00:03,65200,8443,36,31307,39
00:00:00:00:00:01,19996,8080,46,31307,7
00:00:00:00:00:02,52866,8080,44,31311,251
00:00:00:00:00:03,34671,25,8,31316,49
00:00:00:00:00:01,48299,8443,29,31320,298
00:00:00:00:00:01,6078,20,2,31320,207
00:00:00:00:00:01,29530,443,2,31327,14
00:00:00:00:00:02,11694,20,28,31335,81
00:00:00:00:00:03,31718,8080,27,31338,266
00:00:00:00:00:01,33472,22,42,31338,164
00:00:00:00:00:02,31839,8080,24,31339,112
00:00:00:00:00:03,45507,110,3,31339,101
00:00:00:00:00:01,35194,5432,19,31340,281
00:00:00:00:00:03,17056,5060,11,31343,240
00:00:00:00:00:03,2944,8080,5,31344,58
00:00:00:00:00:03,45797,5432,5,31345,217
00:00:00:00:00:01,2058,8000,28,31350,195
00:00:00:00:00:01,50628,443,19,31350,177
00:00:00:00:00:02,38152,21,33,31351,90
00:00:00:00:00:01,49827,443,29,31351,197
00:00:00:00:00:02,11062,8443,36,31356,47
00:00:00:00:00:03,64972,110,1,31358,207
00:00:00:00:00:02,26339,443,9,31360,195
00:00:00:00:00:01,45492,53,30,31363,50
00:00:00:00:00:02,59808,443,39,31363,274
00:00:00:00:00:02,46550,80,14,31366,113
00:00:00:00:00:02,23446,8443,46,31366,9
00:00:00:00:00:02,14893,465,8,31371,267
00:00:00:00:00:02,43541,8443,31,31372,158
00:00:00:00:00:03,35487,53,33,31377,136
00:00:00:00:00:01,56083,8443,49,31381,11
00:00:00:00:00:01,60094,8080,33,31382,285
00:00:00:00:00:03,24067,22,50,31383,156
00:00:00:00:00:03,40594,22,30,31386,111
00:00:00:00:00:03,3607,20,32,31386,120
00:00:00:00:00:02,10779,465,22,31391,157
00:00:00:00:00:03,38587,80,8,31392,102
00:00:00:00:00:03,35267,80,13,31393,63
00:00:00:00:00:02,7796,8443,7,31393,116
00:00:00:00:00:01,55934,443,49,31395,107
00:00:00:00:00:01,22714,8000,10,31396,279
00:00:00:00:00:03,26747,5060,14,31398,11
00:00:00:00:00:02,27368,21,3,31399,251
00:00:00:00:00:01,37287,8000,4,31400,208
00:00:00:00:00:01,45704,443,5,31401,3
00:00:00:00:00:03,54748,8000,36,31403,229
00:00:00:00:00:02,4743,587,16,31404,252
00:00:00:00:00:01,9554,3306,22,31404,38
00:00:00:00:00:02,54279,139,3,31408,300
00:00:00:00:00:03,60827,80,37,31408,79
00:00:00:00:00:01,49920,995,4,31410,127
00:00:00:00:00:03,33615,465,6,31410,38
00:00:00:00:00:02,49831,8000,22,31413,233
00:00:00:00:00:02,59743,443,3,31415,100
00:00:00:00:00:02,37142,22,35,31416,147
00:00:00:00:00:02,63074,443,14,31422,172
00:00:00:00:00:03,41188,8000,19,31423,232
00:00:00:00:00:03,5612,53,24,31423,155
00:00:00:00:00:01,56862,8000,1,31425,81
00:00:00:00:00:03,27194,8080,40,31426,174
00:00:00:00:00:03,14737,443,48,31427,106
00:00:00:00:00:01,23388,110,32,31429,63
00:00:00:00:00:03,46287,8443,35,31433,223
00:00:00:00:00:01,17524,443,33,31434,56
00:00:00:00:00:01,4523,22,13,31435,96
00:00:00:00:00:01,10876,8080,43,31436,208
00:00:00:00:00:03,34707,80,48,31437,62
00:00:00:00:00:01,46796,110,2,31438,81
00:00:00:00:00:03,22310,80,28,31439,50
00:00:00:00:00:02,51458,110,29,31441,73
00:00:00:00:00:01,19063,8080,1,31441,162
00:00:00:00:00:01,30327,443,48,31444,249
00:00:00:00:00:01,30159,8080,19,31447,132
00:00:00:00:00:03,59793,80,14,31450,179
00:00:00:00:00:02,10829,8080,28,31452,164
00:00:00:00:00:01,55876,8080,24,31453,95
00:00:00:00:00:03,17514,5061,16,31454,270
00:00:00:00:00:03,12574,443,33,31454,262
00:00:00:00:00:03,28833,8000,21,31455,116
00:00:00:00:00:01,23175,3306,43,31456,56
00:00:00:00:00:03,5424,587,2,31456,139
00:00:00:00:00:03,29255,8080,9,31462,259
00:00:00:00:00:03,33522,8443,26,31462,243
00:00:00:00:00:02,1051,5060,2,31464,251
00:00:00:00:00:03,52860,8443,8,31464,283
00:00:00:00:00:03,34131,8443,37,31464,62
00:00:00:00:00:02,6423,8080,36,31464,156
00:00:00:00:00:03,8700,138,46,31466,121
00:00:00:00:00:01,64952,5061,34,31467,38
00:00:00:00:00:03,52236,8080,36,31471,21
00:00:00:00:00:03,47735,80,12,31471,77
00:00:00:00:00:02,50907,5061,7,31471,255
00:00:00:00:00:03,33198,8443,42,31478,104
00:00:00:00:00:03,63336,135,26,31478,214
00:00:00:00:00:03,13047,80,42,31479,89
00:00:00:00:00:01,16883,443,29,31481,103
00:00:00:00:00:02,13621,53,22,31481,220
00:00:00:00:00:03,39086,5060,45,31482,81
00:00:00:00:00:02,10710,80,18,31485,234
00:00:00:00:00:02,48165,22,29,31486,108
00:00:00:00:00:02,19964,8000,41,31488,116
00:00:00:00:00:02,7324,80,14,31493,167
00:00:00:00:00:02,36999,8080,44,31494,14
00:00:00:00:00:02,25375,20,5,31494,35
00:00:00:00:00:02,57933,443,45,31497,254
00:00:00:00:00:01,30129,465,43,31500,81
00:00:00:00:00:03,35379,995,26,31500,99
00:00:00:00:00:01,31992,80,5,31501,262
00:00:00:00:00:01,37455,53,4,31501,62
00:00:00:00:00:02,33254,5061,43,31501,166
00:00:00:00:00:03,4659,53,40,31501,78
00:00:00:00:00:03,21682,143,26,31501,273
00:00:00:00:00:03,6568,995,27,31502,283
00:00:00:00:00:03,26344,25,38,31505,93
00:00:00:00:00:03,40170,8000,12,31506,5
00:00:00:00:00:02,43207,5432,23,31508,25
00:00:00:00:00:03,44493,8000,36,31511,251
00:00:00:00:00:02,14498,8000,19,31512,266
00:00:00:00:00:02,36988,21,41,31519,17
00:00:00:00:00:01,64987,5432,9,31519,76
00:00:00:00:00:01,63258,5061,22,31530,49
00:00:00:00:00:03,24906,443,19,31530,103
00:00:00:00:00:01,19501,8000,11,31531,122
00:00:00:00:00:03,55179,8443,47,31531,66
00:00:00:00:00:01,22289,8080,3,31533,245
00:00:00:00:00:02,53269,8080,41,31534,214
00:00:00:00:00:01,28673,8080,45,31534,128
00:00:00:00:00:02,5193,143,22,31535,6
00:00:00:00:00:03,35452,139,4,31536,161
00:00:00:00:00:03,34253,22,29,31539,102
00:00:00:00:00:01,52228,8080,7,31542,101
00:00:00:00:00:03,62136,20,19,31543,239
00:00:00:00:00:03,12826,143,7,31545,262
00:00:00:00:00:02,41273,25,36,31547,102
00:00:00:00:00:01,41584,8443,21,31552,24
00:00:00:00:00:02,10039,445,43,31553,196
00:00:00:00:00:01,47433,5432,19,31556,223
00:00:00:00:00:01,42291,587,4,31558,34
00:00:00:00:00:01,32786,8000,2,31559,208
00:00:00:00:00:01,35673,443,13,31560,171
00:00:00:00:00:01,62681,443,47,31563,239
00:00:00:00:00:03,27052,8080,38,31564,245
00:00:00:00:00:01,39872,22,21,31564,231
00:00:00:00:00:03,47463,465,2,31568,42
00:00:00:00:00:02,19698,8000,46,31571,297
00:00:00:00:00:02,58518,21,35,31571,260
00:00:00:00:00:02,38739,80,16,31573,155
00:00:00:00:00:02,16218,445,1,31573,74
00:00:00:00:00:03,24874,5061,9,31574,184
00:00:00:00:00:01,41615,993,41,31576,246
00:00:00:00:00:03,46035,8000,3,31577,66
00:00:00:00:00:01,20771,443,4,31577,288
00:00:00:00:00:01,36865,21,12,31578,232
00:00:00:00:00:02,50468,80,36,31581,37
00:00:00:00:00:02,12963,80,32,31582,192
00:00:00:00:00:03,27033,8443,6,31582,104
00:00:00:00:00:03,26855,137,29,31583,226
00:00:00:00:00:02,21292,3306,47,31584,274
00:00:00:00:00:02,23852,110,1,31589,163
00:00:00:00:00:01,65169,443,16,31589,54
00:00:00:00:00:02,59665,139,29,31590,270
00:00:00:00:00:03,22190,443,48,31591,202
00:00:00:00:00:03,48549,8443,27,31591,25
00:00:00:00:00:01,54379,21,1,31596,291
00:00:00:00:00:01,41729,587,10,31598,224
00:00:00:00:00:03,31468,8443,47,31599,17
00:00:00:00:00:02,49715,443,8,31600,118
00:00:00:00:00:02,13440,995,48,31603,95
00:00:00:00:00:02,58372,5061,24,31603,39
00:00:00:00:00:03,7536,8443,15,31604,209
00:00:00:00:00:03,27469,443,35,31606,166
00:00:00:00:00:03,32405,8443,4,31607,92
00:00:00:00:00:02,43227,445,15,31610,55
00:00:00:00:00:02,14163,8443,1,31612,245
00:00:00:00:00:01,62405,8443,19,31615,58
00:00:00:00:00:02,53334,5432,43,31616,267
00:00:00:00:00:02,60859,587,16,31616,50
00:00:00:00:00:03,32564,465,38,31617,45
00:00:00:00:00:03,14804,5060,23,31618,223
00:00:00:00:00:02,9144,139,2,31618,179
00:00:00:00:00:01,13421,53,12,31621,34
00:00:00:00:00:02,19157,22,42,31621,91
00:00:00:00:00:03,44791,80,49,31622,282
00:00:00:00:00:01,35872,110,1,31623,36
00:00:00:00:00:03,15533,8000,40,31626,62
00:00:00:00:00:01,5729,8080,22,31626,49
00:00:00:00:00:02,58979,587,12,31626,256
00:00:00:00:00:02,36885,8000,50,31630,10
00:00:00:00:00:02,5557,143,23,31630,7
00:00:00:00:00:03,24811,8000,10,31631,276
00:00:00:00:00:02,25414,8443,22,31633,298
00:00:00:00:00:01,5681,8000,19,31635,108
00:00:00:00:00:02,5726,20,1,31637,36
00:00:00:00:00:01,7658,8000,45,31642,47
00:00:00:00:00:03,59282,443,4,31644,181
00:00:00:00:00:03,54176,80,47,31645,27
00:00:00:00:00:01,18998,80,20,31646,81
00:00:00:00:00:03,14101,587,13,31647,130
00:00:00:00:00:01,6499,21,28,31652,67
00:00:00:00:00:01,31621,443,50,31652,40
00:00:00:00:00:02,35460,20,44,31654,295
00:00:00:00:00:03,2437,8080,14,31655,233
00:00:00:00:00:01,37989,443,16,31655,65
00:00:00:00:00:01,51450,587,29,31658,76
00:00:00:00:00:01,24821,5061,32,31662,102
00:00:00:00:00:01,45191,53,31,31663,64
00:00:00:00:00:02,48953,443,14,31664,205
00:00:00:00:00:03,42824,53,12,31668,110
00:00:00:00:00:01,47747,443,18,31672,290
00:00:00:00:00:01,4420,995,34,31676,260
00:00:00:00:00:02,57358,8443,18,31676,267
00:00:00:00:00:03,53489,5061,44,31679,226
00:00:00:00:00:01,10835,22,31,31680,83
00:00:00:00:00:03,34361,445,33,31681,72
00:00:00:00:00:03,64704,110,46,31684,108
00:00:00:00:00:02,22525,443,29,31685,90
00:00:00:00:00:03,53852,5061,40,31688,238
00:00:00:00:00:03,15229,80,47,31690,95
00:00:00:00:00:02,13199,80,16,31690,135
00:00:00:00:00:01,29298,8000,8,31690,205
00:00:00:00:00:03,35736,8443,31,31691,274
00:00:00:00:00:01,32958,8080,36,31692,251
00:00:00:00:00:01,25122,8000,26,31695,295
00:00:00:00:00:01,29795,20,26,31695,270
00:00:00:00:00:03,54382,80,2,31698,271
00:00:00:00:00:03,6100,80,8,31699,163
00:00:00:00:00:01,64820,80,21,31702,53
00:00:00:00:00:03,48541,5060,23,31704,291
00:00:00:00:00:03,31013,5432,37,31704,84
00:00:00:00:00:03,26854,5060,50,31705,132
00:00:00:00:00:03,39758,25,16,31706,35
00:00:00:00:00:03,18483,443,43,31707,20
00:00:00:00:00:02,47825,465,32,31708,138
00:00:00:00:00:02,5435,8443,1,31710,226
00:00:00:00:00:02,35799,443,43,31714,291
00:00:00:00:00:02,26082,80,32,31715,96
00:00:00:00:00:03,59095,465,46,31715,239
00:00:00:00:00:01,39221,3306,40,31718,263
00:00:00:00:00:01,61757,8080,20,31724,129
00:00:00:00:00:03,27438,8443,18,31728,6
00:00:00:00:00:01,42847,8080,11,31730,203
00:00:00:00:00:03,41215,8443,16,31731,70
00:00:00:00:00:03,64432,443,17,31734,265
00:00:00:00:00:02,64712,993,11,31737,229
00:00:00:00:00:01,39556,8443,19,31741,39
00:00:00:00:00:03,50074,25,13,31744,212
00:00:00:00:00:02,62907,8000,41,31747,57
00:00:00:00:00:02,36943,8443,1,31749,251
00:00:00:00:00:02,48392,443,45,31750,28
00:00:00:00:00:01,48367,443,22,31750,226
00:00:00:00:00:02,26857,8443,50,31750,15
00:00:00:00:00:01,59970,80,9,31751,241
00:00:00:00:00:02,16476,8080,10,31752,106
00:00:00:00:00:02,7749,8080,9,31753,155
00:00:00:00:00:03,45916,22,24,31757,152
00:00:00:00:00:02,65116,8000,28,31757,274
00:00:00:00:00:02,36377,8080,40,31759,249
00:00:00:00:00:02,41282,80,39,31760,40
00:00:00:00:00:01,46061,3306,29,31763,77
00:00:00:00:00:03,9160,25,8,31764,222
00:00:00:00:00:03,24433,8080,30,31767,268
00:00:00:00:00:02,50679,80,24,31769,16
00:00:00:00:00:01,43079,8000,40,31769,162
00:00:00:00:00:03,22721,3306,47,31771,20
00:00:00:00:00:03,13526,80,39,31774,295
00:00:00:00:00:02,52348,53,1,31789,45
00:00:00:00:00:03,59855,8080,10,31794,286
00:00:00:00:00:03,38344,8000,20,31797,91
00:00:00:00:00:02,40354,443,21,31798,239
00:00:00:00:00:01,48447,443,24,31800,234
00:00:00:00:00:01,40993,20,32,31800,75
00:00:00:00:00:01,49900,5061,7,31800,185
00:00:00:00:00:02,56429,5061,10,31804,215
00:00:00:00:00:02,20658,8080,39,31804,279
00:00:00:00:00:01,54803,20,33,31804,176
00:00:00:00:00:01,9785,5060,21,31804,149
00:00:00:00:00:02,63651,443,5,31805,18
00:00:00:00:00:02,60608,5432,44,31810,141
00:00:00:00:00:02,58865,443,8,31810,5
00:00:00:00:00:03,45784,110,4,31811,43
00:00:00:00:00:01,48652,22,40,31815,224
00:00:00:00:00:02,60165,8443,13,31819,157
00:00:00:00:00:02,60680,8443,27,31821,173
00:00:00:00:00:03,1076,8000,46,31824,102
00:00:00:00:00:03,3803,8000,7,31826,273
00:00:00:00:00:03,19332,143,26,31828,214
00:00:00:00:00:01,17878,445,10,31830,259
00:00:00:00:00:01,37139,995,33,31831,138
00:00:00:00:00:02,22600,110,20,31832,251
00:00:00:00:00:02,3133,22,11,31833,250
00:00:00:00:00:03,44883,8000,35,31837,233
00:00:00:00:00:02,54541,80,6,31847,286
00:00:00:00:00:03,17304,80,27,31847,212
00:00:00:00:00:03,32592,8000,32,31849,45
00:00:00:00:00:03,25987,53,35,31849,232
00:00:00:00:00:02,33558,22,21,31851,283
00:00:00:00:00:01,38678,22,5,31851,140
00:00:00:00:00:02,14405,22,28,31854,257
00:00:00:00:00:03,34886,80,17,31854,247
00:00:00:00:00:02,6298,143,14,31855,284
00:00:00:00:00:02,20712,8000,8,31856,264
00:00:00:00:00:01,34155,8000,36,31863,156
00:00:00:00:00:01,59769,5060,15,31863,247
00:00:00:00:00:01,38651,8443,5,31864,142
00:00:00:00:00:03,41026,8080,27,31865,62
00:00:00:00:00:02,43138,443,40,31866,67
00:00:00:00:00:02,23504,21,31,31869,46
00:00:00:00:00:02,20016,8000,26,31871,278
00:00:00:00:00:02,20521,80,24,31871,56
00:00:00:00:00:01,19277,8080,39,31872,128
00:00:00:00:00:03,23600,5060,19,31872,62
00:00:00:00:00:03,28091,8080,1,31873,207
00:00:00:00:00:02,5861,8000,45,31874,45
00:00:00:00:00:01,55916,465,35,31881,204
00:00:00:00:00:02,61638,80,22,31881,291
00:00:00:00:00:01,44836,22,12,31882,137
00:00:00:00:00:03,27253,993,21,31886,287
00:00:00:00:00:01,30817,3306,38,31888,50
00:00:00:00:00:03,56998,993,12,31889,169
00:00:00:00:00:03,24720,5432,5,31892,49
00:00:00:00:00:01,38227,53,42,31894,135
00:00:00:00:00:02,60000,53,50,31896,218
00:00:00:00:00:01,28049,8443,50,31900,140
00:00:00:00:00:02,59566,22,37,31901,266
00:00:00:00:00:03,29376,465,50,31902,184
00:00:00:00:00:02,17256,587,4,31906,289
00:00:00:00:00:01,28287,8000,11,31907,74
00:00:00:00:00:03,6530,443,2,31911,166
00:00:00:00:00:01,20418,80,49,31914,199
00:00:00:00:00:03,21240,8080,10,31914,57
00:00:00:00:00:01,41820,25,18,31915,174
00:00:00:00:00:01,14076,8443,47,31916,252
00:00:00:00:00:01,11464,8080,41,31917,225
00:00:00:00:00:01,30080,5060,50,31920,278
00:00:00:00:00:01,58990,8443,7,31922,101
00:00:00:00:00:02,44120,443,43,31925,104
00:00:00:00:00:03,12129,8080,44,31927,107
00:00:00:00:00:03,10310,8080,25,31927,197
00:00:00:00:00:01,53473,143,20,31931,39
00:00:00:00:00:01,49471,5061,26,31932,134
00:00:00:00:00:01,55640,3306,47,31932,294
00:00:00:00:00:03,13040,8443,46,31937,5
00:00:00:00:00:02,33594,8080,50,31939,90
00:00:00:00:00:02,47724,465,26,31943,207
00:00:00:00:00:03,61806,5060,27,31944,15
00:00:00:00:00:02,7340,8443,37,31949,39
00:00:00:00:00:03,20669,443,9,31951,186
00:00:00:00:00:02,58263,20,38,31952,39
00:00:00:00:00:01,11895,135,33,31957,193
00:00:00:00:00:03,36054,8443,25,31959,197
00:00:00:00:00:01,34915,993,20,31959,253
00:00:00:00:00:02,47882,8443,9,31960,191
00:00:00:00:00:01,26992,22,27,31961,257
00:00:00:00:00:03,21671,5060,32,31961,96
00:00:00:00:00:02,63094,80,29,31964,67
00:00:00:00:00:03,24364,443,15,31966,240
00:00:00:00:00:02,35231,8080,25,31970,73
00:00:00:00:00:01,21979,993,22,31971,297
00:00:00:00:00:03,57586,8000,41,31971,212
00:00:00:00:00:03,50928,8000,34,31971,22
00:00:00:00:00:03,35329,443,19,31972,139
00:00:00:00:00:01,55426,8080,41,31978,102
00:00:00:00:00:03,56165,587,49,31981,44
00:00:00:00:00:02,33028,8000,9,31981,12
00:00:00:00:00:02,49024,3306,21,31982,8
00:00:00:00:00:01,44641,8000,12,31984,122
00:00:00:00:00:02,5275,443,4,31985,182
00:00:00:00:00:01,36318,443,24,31985,203
00:00:00:00:00:01,59929,8000,11,31988,299
00:00:00:00:00:01,16944,20,10,31990,54
00:00:00:00:00:01,41727,21,5,31991,129
00:00:00:00:00:03,31803,80,33,31992,79
00:00:00:00:00:01,54047,8000,26,31992,32
00:00:00:00:00:02,59175,993,38,31994,230
00:00:00:00:00:03,65165,8080,37,32000,134
00:00:00:00:00:01,34354,993,43,32000,270
00:00:00:00:00:01,32419,8080,36,32001,224
00:00:00:00:00:01,57896,587,28,32002,150
00:00:00:00:00:02,24446,8080,11,32003,291
00:00:00:00:00:03,37464,53,45,32004,218
00:00:00:00:00:01,11235,443,38,32007,141
00:00:00:00:00:01,18244,80,24,32011,120
00:00:00:00:00:02,25907,8443,6,32012,242
00:00:00:00:00:01,28728,80,14,32014,138
00:00:00:00:00:03,52728,21,15,32019,285
00:00:00:00:00:03,38231,8443,23,32023,246
00:00:00:00:00:01,35879,8443,48,32026,264
00:00:00:00:00:01,30803,993,17,32028,237
00:00:00:00:00:03,10716,53,30,32031,16
00:00:00:00:00:02,4811,8080,16,32031,300
00:00:00:00:00:02,6510,443,18,32036,289
00:00:00:00:00:02,63207,21,46,32038,229
